date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:36	4133/4133	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Dec%202023%2011:42:36%20GMT	https://static.wixstatic.com/media/c837a6_0fd9f3b5fb8f40df906d6cca43f4e4fd~mv2.jpg/v1/fill/w_180,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/shutterstock_1338703055-cropped.jpg	C:/My%20Web%20Sites/project%20aaroha/static.wixstatic.com/media/c837a6_0fd9f3b5fb8f40df906d6cca43f4e4fd_mv2.jpg/v1/fill/w_180,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/shutterstock_1338703055-cropped.jpg	(from https://cfo268.wixsite.com/my-site-19)
17:12:37	4276/4276	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Dec%202023%2011:42:37%20GMT	https://static.wixstatic.com/media/c837a6_eed8109e32f443aab7d119e5b60b0420~mv2.jpg/v1/fill/w_180,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/shutterstock_1134398381-cropped.jpg	C:/My%20Web%20Sites/project%20aaroha/static.wixstatic.com/media/c837a6_eed8109e32f443aab7d119e5b60b0420_mv2.jpg/v1/fill/w_180,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/shutterstock_1134398381-cropped.jpg	(from https://cfo268.wixsite.com/my-site-19)
17:12:38	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:42:38%20GMT	https://cfo268.wixsite.com/%22https://images-vod.wixmp.com/84770f67-ecbd-44b6-b35a-584f2dc15af1/images/75ff3e141ff24d51901235013279c76a~mv2/v1/fill/w_670,h_377,q_85,usm_0.66_1.00_0.01,enc_auto/file.jpg%22	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/_https_/images-vod.wixmp.com/84770f67-ecbd-44b6-b35a-584f2dc15af1/images/75ff3e141ff24d51901235013279c76a_mv2/v1/fill/w_670,h_377,q_85,usm_0.66_1.00_0.01,enc_auto/file.14.delayed	(from https://cfo268.wixsite.com/my-site-19)
17:12:43	6948/6948	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Dec%202023%2011:42:42%20GMT	https://static.wixstatic.com/media/84770f_702e77f7c5804b2aba65d437a7cf7c59~mv2.png/v1/fill/w_123,h_66,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_702e77f7c5804b2aba65d437a7cf7c59~mv2.png	C:/My%20Web%20Sites/project%20aaroha/static.wixstatic.com/media/84770f_702e77f7c5804b2aba65d437a7cf7c59_mv2.png/v1/fill/w_123,h_66,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_702e77f7c5804b2aba65d437a7cf7c59_mv2.png	(from https://cfo268.wixsite.com/my-site-19)
17:12:45	2114626/2114626	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2011:42:41%20GMT	https://cfo268.wixsite.com/my-site-19?wix-vod-video-id=748cf469aea44dceb4950ca6f344e6ec&wix-vod-comp-id=comp-kn4ly3q7	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/my-site-19b81e.html	(from https://cfo268.wixsite.com/my-site-19)
17:12:45	1330/1330	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Dec%202023%2011:42:43%20GMT	https://static.wixstatic.com/media/c837a6_e784886e4ea94c799191e9afbb9479a7~mv2.jpg/v1/fill/w_123,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_e784886e4ea94c799191e9afbb9479a7~mv2.jpg	C:/My%20Web%20Sites/project%20aaroha/static.wixstatic.com/media/c837a6_e784886e4ea94c799191e9afbb9479a7_mv2.jpg/v1/fill/w_123,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_e784886e4ea94c799191e9afbb9479a7_mv2.jpg	(from https://cfo268.wixsite.com/my-site-19)
17:12:56	926362/926362	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2011:42:50%20GMT	https://cfo268.wixsite.com/my-site-19/meditation-paths	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/my-site-19/meditation-paths.html	(from https://cfo268.wixsite.com/my-site-19)
17:12:58	1442861/1442861	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2011:42:48%20GMT	https://cfo268.wixsite.com/my-site-19/virtual-classes	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/my-site-19/virtual-classes.html	(from https://cfo268.wixsite.com/my-site-19)
17:12:59	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/My%20Web%20Sites/project%20aaroha/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://cfo268.wixsite.com/my-site-19)
17:13:01	942659/942659	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2011:42:56%20GMT	https://cfo268.wixsite.com/my-site-19/blog	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/my-site-19/blog.html	(from https://cfo268.wixsite.com/my-site-19)
17:13:01	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:42:59%20GMT	https://cfo268.wixsite.com/sitemap.xml	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/sitemap.1c.delayed	(from https://cfo268.wixsite.com/my-site-19)
17:13:02	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:43:02%20GMT	https://cfo268.wixsite.com/feed.xml	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/feed.1d.delayed	(from https://cfo268.wixsite.com/my-site-19)
17:13:03	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:43:03%20GMT	https://cfo268.wixsite.com/${n.uri}	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/${n.1e.delayed	(from https://cfo268.wixsite.com/my-site-19)
17:13:04	101241/101241	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b813e913d3a3d3f19b00d8c3367d8b0f%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.9ac2081b.bundle.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.9ac2081b.bundle.min.js	(from https://cfo268.wixsite.com/my-site-19)
17:13:04	171512/171512	---M-Z	200	added ('OK')	application/javascript	etag:W/%2285c6d0fac90284339032f855c280dc1f%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.6f6480a3.bundle.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/services/wix-thunderbolt/dist/main.6f6480a3.bundle.min.js	(from https://cfo268.wixsite.com/my-site-19)
17:13:05	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://cfo268.wixsite.com/my-site-19)
17:13:05	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://cfo268.wixsite.com/my-site-19)
17:13:06	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://cfo268.wixsite.com/my-site-19)
17:13:07	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:43:07%20GMT	https://cfo268.wixsite.com/decodeURIComponent(e	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/decodeURIComponent(e.24.delayed	(from https://cfo268.wixsite.com/my-site-19)
17:13:08	7235/7235	---M-Z	200	added ('OK')	application/javascript	etag:W/%227145d37309f2d1ad0f961c6c0a0db191%22	https://static.parastorage.com/services/tag-manager-client/1.820.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/services/tag-manager-client/1.820.0/siteTags.bundle.min.js	(from https://cfo268.wixsite.com/my-site-19)
17:13:11	30907/30907	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e646fa090a760653cfa56c727bb5a13%22	https://static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	(from https://cfo268.wixsite.com/my-site-19)
17:13:12	22380/22380	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a7496107bd571aaee793f99c6600357e%22	https://static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/8338.chunk.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/8338.chunk.min.js	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:12	33282/33282	---M-Z	200	added ('OK')	application/javascript	etag:W/%2219a882cba4f634747e540aba4a5e4421%22	https://static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/1655.chunk.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/1655.chunk.min.js	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:13	43381/43381	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e6a7853e36d80bde3c995d21102ac80b%22	https://static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/7491.chunk.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/7491.chunk.min.js	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:14	6262/6262	---M-Z	200	added ('OK')	application/javascript	etag:W/%22adaf08745377db82b4694b57a0ba81a8%22	https://static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/Widget.chunk.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/Widget.chunk.min.js	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:15	27191/27191	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fbfe9539c2daaf2a81700855c0c2f9cf%22	https://static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/3508.chunk.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/3508.chunk.min.js	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:16	14882/14882	---M-Z	200	added ('OK')	application/javascript	etag:W/%2233f2d4eef599b063a3a434cdcb2c186a%22	https://static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/List.chunk.min.js	C:/My%20Web%20Sites/project%20aaroha/static.parastorage.com/services/pricing-plans-tpa/1.3459.0/client-viewer/List.chunk.min.js	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:18	3000/3000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:43:17%20GMT	https://cfo268.wixsite.com/my-site-19/robots.txt	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/my-site-19/robots.2d.delayed	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:19	3000/3000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:43:18%20GMT	https://cfo268.wixsite.com/my-site-19/sitemap.xml	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/my-site-19/sitemap.2e.delayed	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:19	3000/3000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:43:19%20GMT	https://cfo268.wixsite.com/my-site-19/feed.xml	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/my-site-19/feed.2f.delayed	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:21	3000/3000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:43:20%20GMT	https://cfo268.wixsite.com/my-site-19/${n.uri}	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/my-site-19/${n.30.delayed	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:23	3000/3000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:43:23%20GMT	https://cfo268.wixsite.com/my-site-19/decodeURIComponent(e	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/my-site-19/decodeURIComponent(e.31.delayed	(from https://cfo268.wixsite.com/my-site-19/memberships)
17:13:32	17331/17331	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Dec%202023%2011:43:31%20GMT	https://static.wixstatic.com/media/c837a6_05275eeeb7184939a36ad10f44ecfa29~mv2.jpg/v1/crop/x_0,y_209,w_6022,h_3598/fill/w_442,h_256,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/shutterstock_1523325020.jpg	C:/My%20Web%20Sites/project%20aaroha/static.wixstatic.com/media/c837a6_05275eeeb7184939a36ad10f44ecfa29_mv2.jpg/v1/crop/x_0,y_209,w_6022,h_3598/fill/w_442,h_256,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/shutterstock_1523325020.jpg	(from https://cfo268.wixsite.com/my-site-19/our-approach)
17:13:32	13419/13419	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Dec%202023%2011:43:32%20GMT	https://static.wixstatic.com/media/c837a6_d70eb32081204714b48a87db46fe96e1~mv2.jpg/v1/crop/x_2047,y_0,w_3343,h_4480/fill/w_149,h_190,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/shutterstock_1715225077.jpg	C:/My%20Web%20Sites/project%20aaroha/static.wixstatic.com/media/c837a6_d70eb32081204714b48a87db46fe96e1_mv2.jpg/v1/crop/x_2047,y_0,w_3343,h_4480/fill/w_149,h_190,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/shutterstock_1715225077.jpg	(from https://cfo268.wixsite.com/my-site-19/our-approach)
17:13:33	6685/6685	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Dec%202023%2011:43:33%20GMT	https://static.wixstatic.com/media/c837a6_37aa931550e9481a9d0efc86d78f9d2a~mv2.jpg/v1/crop/x_493,y_0,w_1155,h_2000/fill/w_95,h_172,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/shutterstock_1243651420_edited.jpg	C:/My%20Web%20Sites/project%20aaroha/static.wixstatic.com/media/c837a6_37aa931550e9481a9d0efc86d78f9d2a_mv2.jpg/v1/crop/x_493,y_0,w_1155,h_2000/fill/w_95,h_172,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/shutterstock_1243651420_edited.jpg	(from https://cfo268.wixsite.com/my-site-19/our-approach)
17:13:34	2101/2101	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Dec%202023%2011:43:33%20GMT	https://static.wixstatic.com/media/c837a6_bf7d61d507f74f42990805ce9a3877f9~mv2.png/v1/fill/w_49,h_18,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_bf7d61d507f74f42990805ce9a3877f9~mv2.png	C:/My%20Web%20Sites/project%20aaroha/static.wixstatic.com/media/c837a6_bf7d61d507f74f42990805ce9a3877f9_mv2.png/v1/fill/w_49,h_18,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_bf7d61d507f74f42990805ce9a3877f9_mv2.png	(from https://cfo268.wixsite.com/my-site-19/our-approach)
17:13:44	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:43:38%20GMT	https://cfo268.wixsite.com/%22https://images-vod.wixmp.com/c837a6d8-f31f-4e14-9740-9122ecf7eb53/images/cd9675edef284bc8a7ed95603f236aba~mv2/v1/fill/w_320,h_180,q_85,usm_0.66_1.00_0.01,enc_auto/file.jpg%22	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/_https_/images-vod.wixmp.com/c837a6d8-f31f-4e14-9740-9122ecf7eb53/images/cd9675edef284bc8a7ed95603f236aba_mv2/v1/fill/w_320,h_180,q_85,usm_0.66_1.00_0.01,enc_auto/file.jpg_	(from https://cfo268.wixsite.com/my-site-19)
17:13:49	3000/3000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2011:43:46%20GMT	https://cfo268.wixsite.com/my-site-19/%22https://images-vod.wixmp.com/c837a6d8-f31f-4e14-9740-9122ecf7eb53/images/7b29db552ef6467d8af3aae4f2a2c86c~mv2/v1/fill/w_275,h_155,q_85,usm_0.66_1.00_0.01,enc_auto/file.jpg%22	C:/My%20Web%20Sites/project%20aaroha/cfo268.wixsite.com/my-site-19/_https_/images-vod.wixmp.com/c837a6d8-f31f-4e14-9740-9122ecf7eb53/images/7b29db552ef6467d8af3aae4f2a2c86c_mv2/v1/fill/w_275,h_155,q_85,usm_0.66_1.00_0.01,enc_au/file.38.delaye	(from https://cfo268.wixsite.com/my-site-19/virtual-classes)
